Neighborhood,Neighborrhood_number,Neighborhood_lat,Neighborhood_long,Venue,Category,Venue_lat,Venue_long
Kensington-Chinatown ,78,43.653789174067356,-79.39686951041524,Vegetarian Haven,Vegetarian / Vegan Restaurant,43.656016028357094,-79.3927577742003
Kensington-Chinatown ,78,43.653789174067356,-79.39686951041524,Wafels and More,Belgian Restaurant,43.65465108367296,-79.40197747917576
Kensington-Chinatown ,78,43.653789174067356,-79.39686951041524,Golden Patty,Caribbean Restaurant,43.6546590586465,-79.4011788108254
Kensington-Chinatown ,78,43.653789174067356,-79.39686951041524,Hibiscus,Vegetarian / Vegan Restaurant,43.655454254557085,-79.4024390910271
Kensington-Chinatown ,78,43.653789174067356,-79.39686951041524,FILM CAFE,Comfort Food Restaurant,43.65510856565147,-79.40234241534543
Kensington-Chinatown ,78,43.653789174067356,-79.39686951041524,Helena's Magic Kitchen,Restaurant,43.6537970351196,-79.39116758610888
Old East York ,58,43.69865482695245,-79.33599705649053,Harbour FISH and CHIPS,Seafood Restaurant,43.69575928146644,-79.33948449035833
Palmerston-Little Italy ,80,43.65876742197174,-79.41801527160663,YamChops,Vegetarian / Vegan Restaurant,43.65519423107115,-79.41809919894195
Palmerston-Little Italy ,80,43.65876742197174,-79.41801527160663,Terrazza,Italian Restaurant,43.6590214750295,-79.42246675466289
Palmerston-Little Italy ,80,43.65876742197174,-79.41801527160663,Bar Isabel,Tapas Restaurant,43.65478181377258,-79.42071689593973
Palmerston-Little Italy ,80,43.65876742197174,-79.41801527160663,Pinky's Ca Phe,Asian Restaurant,43.65553023379977,-79.4138787532894
Palmerston-Little Italy ,80,43.65876742197174,-79.41801527160663,Hot Mess,Tex-Mex Restaurant,43.655011,-79.414638
Palmerston-Little Italy ,80,43.65876742197174,-79.41801527160663,Marinella Simply Italian,Italian Restaurant,43.655028517585365,-79.41578415431819
Palmerston-Little Italy ,80,43.65876742197174,-79.41801527160663,Skippa,Japanese Restaurant,43.65869770122747,-79.42278385162354
Palmerston-Little Italy ,80,43.65876742197174,-79.41801527160663,Hapa Izakaya,Japanese Restaurant,43.655281492914376,-79.41419145285809
Palmerston-Little Italy ,80,43.65876742197174,-79.41801527160663,Regina Pizzeria & Trattoria,Italian Restaurant,43.654806927254555,-79.42078995270712
Niagara ,82,43.631735137534974,-79.4148734349127,Maxx’s Kitchen,Restaurant,43.632579,-79.411721
Bedford Park-Nortown ,39,43.73908910297025,-79.41655595798473,The Copper Chimney,Indian Restaurant,43.73619518432498,-79.42027081330127
Bedford Park-Nortown ,39,43.73908910297025,-79.41655595798473,Darbar Persian Grill,Restaurant,43.735484,-79.420006
Bedford Park-Nortown ,39,43.73908910297025,-79.41655595798473,Karbouzi Greek Taverna,Greek Restaurant,43.7362044620751,-79.42035885441898
Bedford Park-Nortown ,39,43.73908910297025,-79.41655595798473,Satay on the Road,Thai Restaurant,43.735310312009226,-79.41978338676937
Bayview Village ,52,43.77330270501555,-79.37301756514371,Shatter Abbas,Persian Restaurant,43.769997628351945,-79.37443439177133
Bayview Village ,52,43.77330270501555,-79.37301756514371,Peking Man 牛家莊,Chinese Restaurant,43.770886228080634,-79.36945927876354
Bayview Village ,52,43.77330270501555,-79.37301756514371,McDonald's,Fast Food Restaurant,43.769855,-79.3706242
Woburn ,137,43.76593790754816,-79.22321588539639,Govardhan Thal,Indian Restaurant,43.767495947512856,-79.22847558069367
Woburn ,137,43.76593790754816,-79.22321588539639,Bombay Palace,Indian Restaurant,43.767057,-79.227682
Bendale ,127,43.75587523966815,-79.25206759902852,Ding Ho Chinese Food,Chinese Restaurant,43.75350728078251,-79.25354224810086
Regent Park ,72,43.660528067206805,-79.35802390590494,Thai To Go,Thai Restaurant,43.663418,-79.36071
Regent Park ,72,43.660528067206805,-79.35802390590494,Impact Kitchen,Restaurant,43.65636850543279,-79.35697968750694
Regent Park ,72,43.660528067206805,-79.35802390590494,Paintbox Bistro,Restaurant,43.660050475903624,-79.36285470971839
Regent Park ,72,43.660528067206805,-79.35802390590494,Wendy’s,Fast Food Restaurant,43.660403362711776,-79.36062902212149
Regent Park ,72,43.660528067206805,-79.35802390590494,Tim Hortons,Restaurant,43.659935,-79.3613063
Flemingdon Park ,44,43.71663560282856,-79.33492666763476,Shaheen Tikka & Kabab House,Pakistani Restaurant,43.71401101858947,-79.33429628953289
Flemingdon Park ,44,43.71663560282856,-79.33492666763476,Osaka,Japanese Restaurant,43.714044345813946,-79.33499992750718
Flemingdon Park ,44,43.71663560282856,-79.33492666763476,McDonald's,Fast Food Restaurant,43.714692448066195,-79.33381727976229
Flemingdon Park ,44,43.71663560282856,-79.33492666763476,Itamae AYCE Sushi,Japanese Restaurant,43.71399796570365,-79.3354839499425
Flemingdon Park ,44,43.71663560282856,-79.33492666763476,Afghan Village Restaurant,Middle Eastern Restaurant,43.71382869300714,-79.33498978614807
Flemingdon Park ,44,43.71663560282856,-79.33492666763476,Pita Land,Falafel Restaurant,43.714177658294346,-79.3355369567871
Keelesdale-Eglinton West ,110,43.686268155590156,-79.46672757063857,Banaboia,Portuguese Restaurant,43.68195140016231,-79.46807859974864
Moss Park ,73,43.656394370073556,-79.36192472526655,Impact Kitchen,Restaurant,43.65636850543279,-79.35697968750694
Moss Park ,73,43.656394370073556,-79.36192472526655,Souvlaki Express,Greek Restaurant,43.65558391537734,-79.36443816909016
Moss Park ,73,43.656394370073556,-79.36192472526655,Sukhothai,Thai Restaurant,43.658444465539525,-79.36568085121628
Moss Park ,73,43.656394370073556,-79.36192472526655,Paintbox Bistro,Restaurant,43.660050475903624,-79.36285470971839
Moss Park ,73,43.656394370073556,-79.36192472526655,Tim Hortons,Restaurant,43.659935,-79.3613063
Moss Park ,73,43.656394370073556,-79.36192472526655,Wendy’s,Fast Food Restaurant,43.660403362711776,-79.36062902212149
Morningside ,135,43.782338497762545,-79.20980076368517,Wendy’s,Fast Food Restaurant,43.78327147889442,-79.20439302921295
Mimico  ,17,43.61920496193333,-79.48235952498692,Tich - Modern Indian Cuisine,Indian Restaurant,43.617585236576126,-79.48729759424594
Mimico  ,17,43.61920496193333,-79.48235952498692,Oro Di Napoli,Italian Restaurant,43.617683,-79.487393
Mimico  ,17,43.61920496193333,-79.48235952498692,Scaddabush Italian Kitchen & Bar,Italian Restaurant,43.6228003,-79.4790293
Lawrence Park North ,105,43.72859243013699,-79.40513424622213,Riz North,Asian Restaurant,43.730791502496054,-79.40371860011433
Lawrence Park North ,105,43.72859243013699,-79.40513424622213,Shoushin,Sushi Restaurant,43.73138018653297,-79.40396058978317
Lawrence Park North ,105,43.72859243013699,-79.40513424622213,Shinobu by Maki Sushi,Japanese Restaurant,43.73256202476285,-79.40414749141355
Lawrence Park North ,105,43.72859243013699,-79.40513424622213,Gamberoni,Italian Restaurant,43.72951504502395,-79.40347684255251
Lawrence Park North ,105,43.72859243013699,-79.40513424622213,The Burger's Priest,Fast Food Restaurant,43.73257633758602,-79.40392240712367
Lawrence Park North ,105,43.72859243013699,-79.40513424622213,Shichimi Sushi,Sushi Restaurant,43.72888125625912,-79.4031682620572
Lawrence Park North ,105,43.72859243013699,-79.40513424622213,the sushi bar,Sushi Restaurant,43.73181562279041,-79.40379017911593
Lawrence Park North ,105,43.72859243013699,-79.40513424622213,Trio Ristorante Pizzeria,Italian Restaurant,43.72880926185491,-79.40314913731548
Lawrence Park North ,105,43.72859243013699,-79.40513424622213,Coppi Ristorante,Italian Restaurant,43.73159254236984,-79.40388881011391
Lawrence Park North ,105,43.72859243013699,-79.40513424622213,Cravings,Asian Restaurant,43.732454613454046,-79.4040956461909
Lawrence Park North ,105,43.72859243013699,-79.40513424622213,McDonald's,Fast Food Restaurant,43.73267757826765,-79.4045334745723
Corso Italia-Davenport ,92,43.675648587878136,-79.45081295893648,Agio Italian Ristorante,Italian Restaurant,43.67615560949629,-79.45057434036129
Corso Italia-Davenport ,92,43.675648587878136,-79.45081295893648,Frank's Pizza House,Italian Restaurant,43.67663712275058,-79.44904238982578
Corso Italia-Davenport ,92,43.675648587878136,-79.45081295893648,Rio 40 Graus,Brazilian Restaurant,43.677328742764786,-79.44629832285649
Corso Italia-Davenport ,92,43.675648587878136,-79.45081295893648,The Big Ragu,Italian Restaurant,43.675960590856086,-79.45046474800947
Corso Italia-Davenport ,92,43.675648587878136,-79.45081295893648,Sushi California,Sushi Restaurant,43.67748014783461,-79.44553832423071
Corso Italia-Davenport ,92,43.675648587878136,-79.45081295893648,La Bruschetta,Italian Restaurant,43.676609610911505,-79.44891259686798
Corso Italia-Davenport ,92,43.675648587878136,-79.45081295893648,Porto Novo,Portuguese Restaurant,43.675792436006596,-79.45331145878284
Markland Wood ,12,43.632597883357455,-79.57276823890803,McDonald's,Fast Food Restaurant,43.63161266323292,-79.57522279692154
Malvern ,132,43.803432597234135,-79.22234276217029,KFC,Fast Food Restaurant,43.806811867682626,-79.22078609079313
Malvern ,132,43.803432597234135,-79.22234276217029,McDonald's,Fast Food Restaurant,43.8062593,-79.2214459
Malvern ,132,43.803432597234135,-79.22234276217029,Taco Bell,Restaurant,43.80685315695752,-79.22085926872035
Etobicoke West Mall ,13,43.643009638359935,-79.56886403959864,Flamingo's,Mediterranean Restaurant,43.6441128,-79.5739274
Runnymede-Bloor West Village ,89,43.66020982086,-79.48833205858757,El Arriero Restaurante,Latin American Restaurant,43.655843,-79.487184
Dovercourt-Wallace Emerson-Junction ,93,43.66648818092098,-79.44196719788808,Parallel,Middle Eastern Restaurant,43.66951635632503,-79.43872770646192
Dovercourt-Wallace Emerson-Junction ,93,43.66648818092098,-79.44196719788808,Cantanhede O Bairradino,Portuguese Restaurant,43.66254634403038,-79.4446564259842
Cliffcrest ,123,43.71049804712429,-79.23128925756201,Bluffer's Restaurant,Seafood Restaurant,43.70695691420951,-79.2309589769075
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Kinton Ramen,Ramen Restaurant,43.660631695006714,-79.37887964897601
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Kinka Izakaya Original,Japanese Restaurant,43.66059636632361,-79.37889120754515
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Salad King,Thai Restaurant,43.65760101432665,-79.38161963017174
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Hokkaido Ramen Santouka らーめん山頭火,Ramen Restaurant,43.65643520293576,-79.37758637997793
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,The Elm Tree Restaurant,Modern European Restaurant,43.65739749535259,-79.38376054171513
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Chipotle Mexican Grill,Mexican Restaurant,43.65686,-79.38091
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Ali Baba's - Yonge north of Dundas,Middle Eastern Restaurant,43.6578670583589,-79.3811759912352
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Lebanon Express,Falafel Restaurant,43.66099058425057,-79.38297576948105
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Katsuya,Japanese Restaurant,43.65986035759321,-79.37878806223506
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Scaddabush Italian Kitchen & Bar,Italian Restaurant,43.658920292028725,-79.38289105381784
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Kabul Express,Middle Eastern Restaurant,43.65669146835466,-79.37664313658586
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,GB Hand-Pulled Noodles,Chinese Restaurant,43.65643422548463,-79.3837827356398
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,JOEY Eaton Centre,New American Restaurant,43.6560936540828,-79.38187792357716
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Bangkok Garden,Thai Restaurant,43.6578702903203,-79.38283718957292
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Red Lobster,Seafood Restaurant,43.656328,-79.383621
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,KAKA,Japanese Restaurant,43.65745745164475,-79.38419169987876
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Ethiopiques,Ethiopian Restaurant,43.65651274304155,-79.377077748846
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Pita Way,Falafel Restaurant,43.661512057192034,-79.3810065733131
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Paramount Fine Foods,Middle Eastern Restaurant,43.65502870847598,-79.38024513018975
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Jack Astor's Bar & Grill,Restaurant,43.65601939992059,-79.38032551379719
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Bourbon St. Grill,Fast Food Restaurant,43.6551351410162,-79.3808225262395
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Pita Land,Falafel Restaurant,43.66025329859701,-79.37710715521973
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Daily Sushi,Sushi Restaurant,43.66138539281109,-79.38157955833417
Church-Yonge Corridor ,75,43.65903255161806,-79.3791364971961,Fine Asian Bowl,Vietnamese Restaurant,43.6553866,-79.3803264
East End-Danforth ,62,43.68341895546537,-79.29943969125505,Cool Runnings,Caribbean Restaurant,43.68349688997171,-79.30001696869618
East End-Danforth ,62,43.68341895546537,-79.29943969125505,Saks Fine Foods,Restaurant,43.683966939245316,-79.30011145002373
Briar Hill-Belgravia ,108,43.69592765477582,-79.45747401424674,Sushi Zuki,Japanese Restaurant,43.69449449646573,-79.45614091259421
Briar Hill-Belgravia ,108,43.69592765477582,-79.45747401424674,Babos Dönerpoint,Falafel Restaurant,43.69324926907298,-79.46185093463188
Cabbagetown-South St.James Town ,71,43.66968614921851,-79.36508481804394,F'Amelia,Italian Restaurant,43.66753590663226,-79.36861331485827
Cabbagetown-South St.James Town ,71,43.66968614921851,-79.36508481804394,Murgatroid,Restaurant,43.66738149016019,-79.36931129229457
Cabbagetown-South St.James Town ,71,43.66968614921851,-79.36508481804394,Kingyo Toronto,Japanese Restaurant,43.66589495808371,-79.36841520638596
Cabbagetown-South St.James Town ,71,43.66968614921851,-79.36508481804394,Butter Chicken Factory,Indian Restaurant,43.66707247004843,-79.36918422958169
Ionview ,125,43.731223387590134,-79.27227695939754,Chung Moi,Chinese Restaurant,43.73232776751296,-79.26932737877392
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,7 Numbers,Italian Restaurant,43.677061774959824,-79.35393428891682
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Tapas at Embrujo,Tapas Restaurant,43.67617503951251,-79.35841083526611
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Rikkochez,Restaurant,43.677267,-79.353274
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Pantheon,Greek Restaurant,43.67762124481265,-79.35143390043564
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Mambo Lounge,Cuban Restaurant,43.676514618632446,-79.35820185974248
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Ryus Noodle Bar,Ramen Restaurant,43.67708634637724,-79.35889401670757
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Kalyvia,Greek Restaurant,43.6779727,-79.3512077
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Carrot Commons,Restaurant,43.6774845518262,-79.35307562861175
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Factory Girl,American Restaurant,43.67669287762859,-79.35629876225282
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Sher-E-Punjab,Indian Restaurant,43.67730788939673,-79.35306551709385
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Globe Bistro,New American Restaurant,43.67667960122584,-79.35815459032536
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Astoria Shish Kebob House,Greek Restaurant,43.677596,-79.351738
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Momo Hut And Gardens,Tibetan Restaurant,43.677491,-79.351516
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,Ali Baba's,Falafel Restaurant,43.67637721694004,-79.35808851148246
Playter Estates-Danforth ,67,43.6792605162829,-79.3564342505548,A&W,Fast Food Restaurant,43.6759,-79.35884
Oakwood Village ,107,43.68900077262903,-79.43807968753995,Monami 153 Sushi,Japanese Restaurant,43.68753999230954,-79.43888263723545
Oakwood Village ,107,43.68900077262903,-79.43807968753995,New Casa Abril,Seafood Restaurant,43.69118526770723,-79.44010997487813
Mount Pleasant East ,99,43.704431738660105,-79.38601188447248,Marigold Indian Bistro,Indian Restaurant,43.702880859375,-79.38800811767578
Mount Pleasant East ,99,43.704431738660105,-79.38601188447248,Zee Grill,Seafood Restaurant,43.70498511291793,-79.38847622354874
Mount Pleasant East ,99,43.704431738660105,-79.38601188447248,Florentia Ristorante,Italian Restaurant,43.703594,-79.3879846
Mount Pleasant East ,99,43.704431738660105,-79.38601188447248,Sakae Sushi,Sushi Restaurant,43.70494407149989,-79.38870408604551
Mount Pleasant East ,99,43.704431738660105,-79.38601188447248,Positano,Italian Restaurant,43.704558,-79.38863854
Mount Pleasant East ,99,43.704431738660105,-79.38601188447248,Thai Spicy House,Thai Restaurant,43.7019616162845,-79.3875129672506
Mount Pleasant East ,99,43.704431738660105,-79.38601188447248,souvlaki express,Greek Restaurant,43.70737794652891,-79.38984793934696
Mount Pleasant East ,99,43.704431738660105,-79.38601188447248,Starving Artist,Restaurant,43.701538,-79.38724
Thorncliffe Park ,55,43.70712352210105,-79.3482826810739,Iqbal Kebab & Sweet Centre,Indian Restaurant,43.705923230061344,-79.35152127765924
Thorncliffe Park ,55,43.70712352210105,-79.3482826810739,Bamiyan Kabob,Afghan Restaurant,43.70782435998825,-79.34344628586337
Thorncliffe Park ,55,43.70712352210105,-79.3482826810739,Pasha Authentic Turkish Cuisine,Turkish Restaurant,43.708239752282864,-79.34269885561817
Thorncliffe Park ,55,43.70712352210105,-79.3482826810739,Faley Restaurant,Indian Restaurant,43.70811251975841,-79.34357902389091
Thorncliffe Park ,55,43.70712352210105,-79.3482826810739,A&W,Fast Food Restaurant,43.706275,-79.34467
Thorncliffe Park ,55,43.70712352210105,-79.3482826810739,Swiss Chalet,Restaurant,43.707786042366365,-79.34413242874473
Thorncliffe Park ,55,43.70712352210105,-79.3482826810739,Hakka Garden,Indian Restaurant,43.704578351261326,-79.34977027417523
Thorncliffe Park ,55,43.70712352210105,-79.3482826810739,Afghan Cuisine,Afghan Restaurant,43.7080751573203,-79.34298516936218
Thorncliffe Park ,55,43.70712352210105,-79.3482826810739,Kandahar Kabab,Middle Eastern Restaurant,43.70525,-79.348625
Thorncliffe Park ,55,43.70712352210105,-79.3482826810739,Anatolian's Turkish Restaurant,Turkish Restaurant,43.708056671215886,-79.34263647483004
Thorncliffe Park ,55,43.70712352210105,-79.3482826810739,Capital Sweets and Samosas,Indian Restaurant,43.70788689104174,-79.3433716818008
Thistletown-Beaumond Heights ,3,43.73771927995128,-79.55838604220827,Drupati's Doubles & Roti Shop,Caribbean Restaurant,43.73622193506543,-79.56347091954379
Thistletown-Beaumond Heights ,3,43.73771927995128,-79.55838604220827,Roti-Roti Family Restaurant,Caribbean Restaurant,43.73624095343682,-79.56353138707921
Thistletown-Beaumond Heights ,3,43.73771927995128,-79.55838604220827,Golden Joy,Asian Restaurant,43.73500660231336,-79.55961685263955
Thistletown-Beaumond Heights ,3,43.73771927995128,-79.55838604220827,Lemongrass,Thai Restaurant,43.734485082983205,-79.55998453338229
The Beaches ,63,43.66830599298921,-79.29432659022096,Yumei Sushi,Japanese Restaurant,43.67110753520725,-79.29506363969708
The Beaches ,63,43.66830599298921,-79.29432659022096,Green Eggplant,Mediterranean Restaurant,43.670517,-79.29866
The Beaches ,63,43.66830599298921,-79.29432659022096,Green Basil,Thai Restaurant,43.67120043400348,-79.29471710812898
The Beaches ,63,43.66830599298921,-79.29432659022096,Souvlaki Hut,Greek Restaurant,43.671048072091374,-79.29575766112751
The Beaches ,63,43.66830599298921,-79.29432659022096,Bikkuri Japanese Restaurant,Japanese Restaurant,43.67071466807068,-79.29695568774969
The Beaches ,63,43.66830599298921,-79.29432659022096,Honey Bee Restaurant,Chinese Restaurant,43.670409,-79.298406
Tam O'Shanter-Sullivan ,118,43.779365032506405,-79.30664967937952,Remezzo Italian Bistro,Italian Restaurant,43.778649,-79.308264
Tam O'Shanter-Sullivan ,118,43.779365032506405,-79.30664967937952,Red Lobster,Seafood Restaurant,43.778415,-79.311773
Tam O'Shanter-Sullivan ,118,43.779365032506405,-79.30664967937952,KFC,Fast Food Restaurant,43.7804,-79.3007
Wychwood ,94,43.6790069617624,-79.42592959255352,Pukka Restaurant,Indian Restaurant,43.68105502412986,-79.4291869567722
Wychwood ,94,43.6790069617624,-79.42592959255352,Churrasco of St. Clair,Portuguese Restaurant,43.68168056638893,-79.42545291671884
Wychwood ,94,43.6790069617624,-79.42592959255352,Ferro Bar Cafe,Italian Restaurant,43.68107983140924,-79.4285699237273
Wychwood ,94,43.6790069617624,-79.42592959255352,Mi Tierra,South American Restaurant,43.680618144484,-79.4311747955151
Wychwood ,94,43.6790069617624,-79.42592959255352,Pain Perdu,American Restaurant,43.68140733172792,-79.42733237382963
Wychwood ,94,43.6790069617624,-79.42592959255352,Asada Mexican Grill,Mexican Restaurant,43.68063435437249,-79.43071960521455
Wychwood ,94,43.6790069617624,-79.42592959255352,The Rushton,Restaurant,43.68138642185842,-79.42780059787597
Wychwood ,94,43.6790069617624,-79.42592959255352,Aviv,Jewish Restaurant,43.6807858,-79.4291666
Wychwood ,94,43.6790069617624,-79.42592959255352,NODO,Italian Restaurant,43.681156,-79.429857
Wychwood ,94,43.6790069617624,-79.42592959255352,Vannis Bar & Grill,Italian Restaurant,43.68182171159587,-79.4253678427442
Wychwood ,94,43.6790069617624,-79.42592959255352,Savera Indian Cuisine,Indian Restaurant,43.68057841847422,-79.4308324116619
Wychwood ,94,43.6790069617624,-79.42592959255352,The Piper's Pub,Restaurant,43.68103119111243,-79.42934478370216
Wychwood ,94,43.6790069617624,-79.42592959255352,Mezzetta,Mediterranean Restaurant,43.681652028150964,-79.425435746772
Wychwood ,94,43.6790069617624,-79.42592959255352,Nama Sushi,Sushi Restaurant,43.681255,-79.42816
Wychwood ,94,43.6790069617624,-79.42592959255352,El Rincon Mexicano,Mexican Restaurant,43.68193784455996,-79.42452611263825
Wychwood ,94,43.6790069617624,-79.42592959255352,Lasa by Lamesa,Filipino Restaurant,43.68219624717089,-79.42325592041016
Wychwood ,94,43.6790069617624,-79.42592959255352,Chinese Dumplings,Dumpling Restaurant,43.68196820769354,-79.42420973379112
Yonge-St.Clair ,97,43.68876151346612,-79.39905314484629,Mary Be Kitchen,Restaurant,43.687708,-79.395062
Yonge-St.Clair ,97,43.68876151346612,-79.39905314484629,Daeco Sushi,Sushi Restaurant,43.68783769992881,-79.39565249242683
Yonge-St.Clair ,97,43.68876151346612,-79.39905314484629,Union Social Eatery,American Restaurant,43.68789522205706,-79.39491559605742
Yonge-St.Clair ,97,43.68876151346612,-79.39905314484629,Sushi Garden,Sushi Restaurant,43.68988255810127,-79.39490102169809
Yonge-St.Clair ,97,43.68876151346612,-79.39905314484629,Kwan Restaurant,Cantonese Restaurant,43.688737166789785,-79.39435863931413
Yonge-St.Clair ,97,43.68876151346612,-79.39905314484629,Swiss Chalet,Restaurant,43.68956414569206,-79.39489933175645
Yonge-St.Clair ,97,43.68876151346612,-79.39905314484629,Schnitzel HUB,German Restaurant,43.687378678206514,-79.39368318065463
Yonge-St.Clair ,97,43.68876151346612,-79.39905314484629,Nove Trattoria,Italian Restaurant,43.68679543165231,-79.39360906397091
Yonge-St.Clair ,97,43.68876151346612,-79.39905314484629,Sprout,Vietnamese Restaurant,43.687995609133544,-79.39465149552744
Yonge-St.Clair ,97,43.68876151346612,-79.39905314484629,Sushi Gen,Sushi Restaurant,43.68886229852844,-79.3944898110323
Yonge-St.Clair ,97,43.68876151346612,-79.39905314484629,Mr. Thai,Thai Restaurant,43.68962660582034,-79.39474466731203
Yonge-St.Clair ,97,43.68876151346612,-79.39905314484629,Thai Express,Thai Restaurant,43.68839969248036,-79.3930962577708
Dorset Park ,126,43.76231650340622,-79.28057836219516,Taco Bell,Restaurant,43.76085106353864,-79.27990769133459
Dorset Park ,126,43.76231650340622,-79.28057836219516,Wendy’s,Fast Food Restaurant,43.76495369397089,-79.2814783751964
Dorset Park ,126,43.76231650340622,-79.28057836219516,Phố Nam Định,Vietnamese Restaurant,43.76634423621436,-79.28123334903007
Willowdale East ,51,43.76520413110352,-79.40027823026283,Paisano's,Italian Restaurant,43.764517781816416,-79.39989823947919
Willowdale East ,51,43.76520413110352,-79.40027823026283,Inakaya,Japanese Restaurant,43.765116314683894,-79.40013276871568
Willowdale East ,51,43.76520413110352,-79.40027823026283,Ava Food Market,Middle Eastern Restaurant,43.76414532190037,-79.39929965307797
Willowdale East ,51,43.76520413110352,-79.40027823026283,Siloam Sushi House,Sushi Restaurant,43.76394545090595,-79.39914499309556
